words,translated_words
sorang,sorang
sorangan,soorang
sorban,sorban
sore,sakit
soree,sakit
sorg,sor
sori,maaf
sorotan,sorotan
soroti,soroti
sorry,Maaf
sory,maaf
soryy,maaf
sosial,sosial
sosialisasi,sosialisasi
sosialisme,sosialisme
sosialnya,sosialnya
sosio,sosio
sosiologi,sosiologis
sosmed,sosmed
sosok,gambar
sospol,sospol
sosweet,manis sekali
sotib,sotib
sotoshop,toko soto
sotosop,sotosop
sotoy,sotoy
soul,jiwa
soulless,tanpa jiwa
soulmate,belahan jiwa
soulnya,jiwanya
soun,suara
sound,suara
sounds,terdengar
source,sumber
sourcenya,sumbernya
sources,sumber
southern,selatan
sovereign,berdaulat
soviet,soviet
sp,sp
space,ruang angkasa
spacegun,senjata luar angkasa
spaces,spasi
spacex,luar angkasa
spain,Spanyol
spam,spam
spanduk,spanduk
spanyol,spanyol
sparks,percikan api
spatial,spasial
spbe,spbe
spbu,spbu
speak,berbicara
speaker,pembicara
speaking,berbicara
speakingnya,berbicaranya
spec,spesifikasi
specialist,spesialis
specific,spesifik
specifics,spesifik
speda,kecepatan
speech,pidato
speechless,tak bisa bicara
speed,kecepatan
speedpaint,cat cepat
speedrun,lari cepat
spek,spesifikasi
spektroskopi,spektroskopi
spektrum,spektrum
spekulasi,spekulasi
spend,membelanjakan
spending,pengeluaran
sperti,sperti
spesial,spesial
spesialis,spesialis
spesialisasi,spesialisasi
spesies,spesies
spesiesnya,spesiesnya
spesifik,spesifik
spesifikasi,spesifikasi
spesifiknya,spesifiknya
spesis,spesifik
spess,spesifikasi
spic,orang Amerika Latin
spill,tumpahan
spin,putaran
spion,spion
spionase,spionase
spiritual,rohani
spittin,meludah
spj,spj
spm,spm
spoiler,bocoran
spok,bicara
spoken,lisan
spongebob,spongebob
sponsor,sponsor
sponsored,disponsori
sport,olahraga
spotify,Spotify
spotlight,menyoroti
spread,menyebar
spreadsheet,lembar kerja
spreadsheets,spreadsheet
spring,musim semi
sprt,sprt
sprti,sprti
spt,spt
sptk,sptk
sptnya,sptnya
sputnik,sputnik
spy,mengintai
sql,sql
square,persegi
squarepants,celana kotak
sr,sr
sreg,sreg
sret,sial
sri,Sri
srikandi,srikandi
srimulat,srimulat
sriwijaya,sriwijaya
srkalian,srkalian
srsly,Srsly
ss,ss
ssan,ssan
sse,sse
ssh,ssh
ssmb,ssmb
st,st
stabil,stabil
stabilitas,stabilitas
stability,stabilitas
stabilityai,stabilitasai
stabilkan,stabilkan
stabilo,stabilo
stable,stabil
stablecoin,stablecoin
stablediffusion,difusi stabil
stack,tumpukan
stacknya,tumpukannya
stackoverflow,aliran tumpukan
stadi,stadion
stadion,stadion
stadium,stadion
staf,staf
staff,staf
stafnya,stafnya
stage,panggung
stagnan,stagnan
staili,staili
stajl,stajl
stakeholdernya,pemangku kepentingannya
stalker,penguntit
stalking,menguntit
stance,pendirian
stand,berdiri
standar,standar
standard,standar
standing,kedudukan
stanford,Stanford
stanley,Stanley
star,bintang
starr,berbintang
start,awal
startap,permulaan
started,dimulai
starter,starter
startnya,permulaannya
starts,dimulai
startup,rintisan
startupi,memulai
startupnya,startupnya
startups,startup
stasiun,stasiun
stat,status
state,negara
stategis,stategis
statement,penyataan
statementnya,pernyataannya
station,stasiun
statis,statistik
statistical,statistik
statistik,statistik
statistika,statistika
status,status
statusnya,statusnya
stay,tinggal
steal,mencuri
steer,mengarahkan
stefanantonio,StefanAntonio
stei,stei
stellarium,bintang
stem,tangkai
step,melangkah
stephen,stephen
stepnya,stepnya
steps,Langkah
stereotaktik,stereotaktik
stereotip,stereotip
steril,steril
steroids,steroid
stesen,stesen
stetoskop,stetoskop
steve,Steve
steven,Steven
stg,stg
sti,sti
stic,tongkat
stickman,manusia tongkat
stiker,stiker
stil,masih
still,tetap
stl,stl
stlh,stlh
stnk,stnk
sto,sto
stock,saham
stocks,saham
stok,stok
stop,berhenti
stopped,berhenti
storage,penyimpanan
store,toko
stori,cerita
stories,cerita
story,cerita
storyboard,papan cerita
storyteller,pendongeng
storytelling,bercerita
strachey,menyimpang
straight,lurus
straightforward,mudah
strain,tekanan
stranas,strana
stranger,lebih aneh
strategi,strategi
strategia,strategi
strategik,strategis
strategis,strategis
strategy,strategi
stray,menyimpang
stream,sungai kecil
streamer,pita
streamers,pita
streaming,mengalir
streamingnya,streamingnya
streams,aliran
street,jalan
stres,stres
stress,menekankan
strict,ketat
strike,memukul
strim,striming
string,rangkaian
stroberi,stroberi
strong,kuat
structure,struktur
struggle,berjuang
struggling,berjuang
struktur,Struktur
stuck,terjebak
stud,pejantan
student,murid
students,siswa
studi,belajar
studies,studi
studinya,studinya
studio,studio
studionya,studionya
studios,studio
study,belajar
stuns,setrum
stunting,pengerdilan
stunts,aksi
stupidity,kebodohan
stuu,stuu
sty,tembel
style,gaya
stylenya,stylenya
styling,gaya
stylish,bergaya
stylist,penata rambut
su,su
sua,sua
suah,suah
suai,suai
suajuru,suajuru
suala,suala
suamara,sumamara
suami,suami
suamimu,suamimu
suap,suap
suapan,suapan
suapin,suapin
suapkan,suapkan
suara,suara
suarain,suarain
suarakan,suarakan
suaramu,suaramu
suarane,suarane
suaranya,baiklah
suasa,suasa
suasana,suasana
suatu,suatu
sub,sub
subang,subang
subcon,subkon
subdisiplin,subdisiplin
subha,subha
subhajit,subhajit
subianto,subianto
subir,subir
subject,subjek
subjek,subjek
subjektif,subjektif
submission,penyerahan
submissions,kiriman
submit,kirim
subnet,subnet
subs,kapal selam
subscribe,langganan
subsidi,subsidi
subskreve,subskreve
substansial,substansial
substansinya,substansinya
substantif,substantif
substitute,pengganti
substrate,substrat
subtitle,subjudul
subuh,subuh
subur,pinggiran kota
subyektivitas,subyektivitas
suci,suci
sucks,menyebalkan
sucrose,sukrosa
suda,suda
sudah,sudah
sudahkan,sudahkan
sudahlah,sudahlah
sudan,Sudan
sudarmaji,sudarmaji
sudh,sudh
sudi,sudi
sudirdjo,sudirdjo
sudirman,sudirman
sudut,sudut
sue,menuntut
sues,menggugat
sufistik,sufistik
sufor,sufor
sugeh,sugeh
suggest,menyarankan
sugianor,sugianor
sugih,sugih
sugu,sugu
suguhkan,suguhkan
suhbatlashdik,sahbatlashdik
suhbatlashdilar,sahbatlashdilar
suho,suho
suhu,suhu
suicide,bunuh diri
suing,menggugat
suitable,sesuai
sujikar,sujikar
suju,suju
suka,suka
sukabumi,sukabumi
sukacita,kegembiraan
sukai,suka
sukamdani,sukamdani
sukani,sukani
sukanya,sukanya
sukar,sukar
sukarela,sukarela
sukarno,Sukarno
suke,suke
sukhoi,sukhoi
sukses,sukses
suku,suku
sulaiman,sulaiman
sulfat,sulfat
sulit,sulit
sulitnya,sulitnya
sulsel,sulsel
sultan,sultan
sulung,sulung
suman,suman
sumarize,meringkas
sumatra,Sumatra
sumbang,sumbang
sumbangan,sumbangan
sumbangannya,sumbangannya
sumbangsih,sumbangsih
sumber,sumber
sumbernya,sumbernya
summa,ringkasan
summarization,ringkasan
summarize,meringkaskan
summarizer,ringkasan
summary,ringkasan
summit,puncak
summityang,pertemuan puncakyang
sumpa,sumpa
sumpah,sumpah
sumpahan,sumpahan
sumsang,sumsang
sumthin,sumthin
sun,matahari
sunagakure,sunagakure
sunak,tenggelam
sunan,sunan
sunana,sunana
sunay,minggu
sunda,sunda
sundar,sundar
sundari,sundari
sunday,Minggu
sung,dinyanyikan
sungai,sungai
sungguh,sungguh
sungguhan,asli
sungjoon,Sungjoon
sungkem,sungkem
suniy,cerah
sunne,cerah
suno,matahari
sunset,matahari terbenam
suntik,menyuntikkan
sunting,berjemur
suntingan,suntingan
sup,sup
supabase,supabase
supan,supan
supaya,jadi
supelli,supelli
super,super
superapp,aplikasi super
supercharging,pengisian super
superchat,obrolan super
superdetail,sangat detail
superego,superego
superhero,Super hero
superimposed,ditumpangkan
superinteligen,super cerdas
superintelligence,super intelligence
superkomputer,superkomputer
superpower,adikuasa
superu,superu
supervillain,penjahat super
supervision,pengawasan
supirin,supirin
suplemen,suplemen
supply,memasok
support,mendukung
supporter,pendukung
supporting,mendukung
supports,mendukung
supra,supra
suprabha,suprabha
supranatural,supranatural
supremasi,supremasi
sur,sur
sura,surah
surabaya,surabaya
surah,surah
suram,suram
surat,surat
surau,surau
surce,sumber
sure,Tentu
surealis,tentu saja
surel,tentu saja
surem,tentu saja
surga,surga
surgery,operasi
suri,suri
surprisingly,heran
surrealism,surrealisme
suruh,suruh
suruhanjaya,suruhanjaya
survei,pengawasan
surveilans,pengawasan
survey,survei
surveys,survei
survive,bertahan hidup
surya,surya
suryajaya,suryajaya
sus,sus
susah,susah
susahnya,susahnya
suseno,suseno
suspect,mengira
suspend,menskors
sustainability,keberlanjutan
sustainable,berkelanjutan
sustituyes,pengganti
susu,susu
susulan,susulan
susulkan,susulkan
susun,susun
susunan,susunan
sutlamislar,sutlamislar
sutradara,sutradara
sutskever,sutskever
sutta,sutta
suudler,suudler
suudzon,suudzon
suura,suura
suzuki,suzuki
suzy,suzy
sw,sw
swadaya,swadaya
swafoto,swafoto
swag,barang curian
swagatam,swagatam
swakemudi,swakemudi
swali,swali
swap,menukar
swarm,kawanan
swasta,swasta
sweet,manis
swift,cepat
swifties,cepat
swiftkey,kunci cepat
swipe,geser
swiss,Swiss
switch,mengalihkan
switzerland,Swiss
sword,pedang
swt,swt
sy,sy
sya,ya
syabas,Syabas
syafrin,syafrin
syahadat,syahadat
syahid,syahid
syahir,syahir
syahrul,syahrul
syahwat,syahwat
syaitan,setan
syaithaniyyah,syaihaniyyah
syami,syami
syamilah,syamilah
syamsuriah,syamsuriah
syapa,syapa
syarahan,syarah
syarat,syarat
syaratnya,syaratnya
syariah,syariah
syarif,Syarif
syarifah,syarifah
syarikat,syariah
syarikatyang,syarikatyang
sybil,sybil
sydney,sydney
syeikh,syekh
syerem,syerem
sygku,sygku
syiah,syiah
sympathy,simpati
syndrome,sindroma
syntax,sintaksis
syntetiske,sintetis
synthesia,sintesis
syopi,syopi
syorkan,syorkan
system,sistem
systematic,sistematis
systemes,sistem
systemic,sistemik
systemnya,sistemnya
syukur,terima kasih
syukuri,terima kasih
syulit,syulit
syur,syur
syuting,syuting
ta,ta
taaluma,taaluma
taarifa,taarifa
taasisi,taasisi
taat,taat
taatifa,taatifa
tab,tab
taba,taba
tabarah,tabarah
tabel,tabel
tabelnya,tabelnya
tabia,tabia
tabig,tabig
tabir,tabir
table,meja
tablet,tablet
tableu,tabelu
tabok,tabok
taboo,tabu
tabrak,tabrak
tabu,tabu
tabung,tabung
tabur,tabur
tacha,tacha
tactic,taktik
tadbir,tadbir
tadi,tadi
tadinya,tadinya
tadz,tadz
tae,Tae
taehyung,taehyun
taeyong,Taeyong
tafi,tafi
tafsir,tafsir
tafsiran,tafsiran
tafsiri,tafsiri
tafta,tafta
tafuta,tafuta
tag,menandai
tagar,tagar
tagline,slogan
tags,tag
tah,tah
tahadhari,tahadhari
tahan,tahan
tahanan,tahanan
tahap,tahap
tahapan,tahapan
tahapnya,tahapnya
taher,taher
tahlilanmu,tahlilanmu
tahniah,tahnia
tahsusi,tahsusi
tahu,tahu
tahukah,tahukah
tahukan,tahukan
tahun,tahun
tahunan,tahunan
tahunnya,tahunnya
tai,tai
taifa,taifa
taii,tai
taik,tai
tail,ekor
tailwind,angin penarik
taip,taipe
taipan,taipan
taipei,Taipei
taite,taite
tajam,tajam
tajir,tajir
tajuk,editor
tak,tak
takahashi,takahashi
takaice,takaice
takan,takan
takat,takat
takda,takda
takdak,takdak
takde,takde
takdir,takdir
takdungakno,takdungakno
take,mengambil
takedown,menurunkan
takehome,bawa pulang
taken,diambil
takeover,pengambilalihan
takjil,takjil
takjub,takjub
takkan,takkan
takkanlah,takkanlah
takle,takle
taknak,taknak
takpayah,takpayah
takpe,takpe
taksi,taksi
taksonomi,taksonomi
taktau,taktau
taktik,taktik
taktiknya,taktiknya
taktis,taktis
takuni,takuni
takut,takut
takutin,takut
takutnya,takutnya
takutt,takut
takwilan,takwilan
takwimu,takwimu
takyah,takyah
talagang,talagang
talent,bakat
talenta,talenta
talented,berbakat
talents,bakat
tali,tali
talian,talian
talk,bicara
talking,pembicaraan
talks,pembicaraan
talkshow,acara bercakap-cakap
tallinn,tinggi
tama,tama
tamaa,tamaa
tamak,Tamak
taman,taman
tamasya,menjelajah
tambah,tambah
tambahan,tambahan
tambahannya,tambahannya
tambahin,tambahin
tambahkan,tambahkan
tambang,tambang
tambuk,tambuk
tamc,tamc
tame,jinak
tampak,tampak
tampaknya,Sepertinya
tampan,tampan
tampil,tampil
tampilan,tampilan
tampilannya,tampilannya
tampilkan,tampilkan
tampuk,tampuk
tampung,tampung
tamu,tamu
tan,berjemur
tanah,tanah
tanam,tanam
tanaman,tanaman
tanda,tanda
tandai,tandai
tandanya,tandanya
tandingan,tandingan
taner,penyamak kulit
tanesco,tanesco
tang,Bau
tangan,tangan
tangani,tangani
tanganmu,tanganmu
tangannya,tangan
tangazo,tangazo
tangerang,tangerang
tangga,tangga
tanggal,tanggal
tanggap,tanggap
tanggapan,menanggapi
tanggepin,tanggepin
tanggulangi,tanggulangi
tanggung,tanggung
tanggungan,tanggungan
tanggungjawab,tanggungjawab
tanggungjawabnya,tanggungjawabnya
tangis,tangis
tangisan,menangis
tangkap,tangkap
tangkapan,tangkapan
tangkas,tangkas
tangkep,tangkep
tangki,tangki
tangkis,tangki
tangkurak,tangkurak
tangsiri,tangsiri
tangu,tangu
tani,tani
tanjung,tanjung
tank,tangki
tannas,tanna
tannie,tanni
tanoesoedibjo,tanoesoedibjo
tanpa,tanpa
tanpai,tanpai
tantangan,tantangan
tantangannya,tantangannya
tante,tante
tantrum,mengamuk
tanuwidjaja,tanuwidjaja
tanya,tanya
tanyain,tanyain
tanyakan,tanyakan
tanyalah,tanyalah
tanyarl,tanyarl
tanzania,tanzania
tao,tao
tap,mengetuk
tapak,tapak
tape,tape
tapi,tapi
tapikan,tapikan
tapisan,tapisan
taps,keran
tar,ter
tara,tara
taraf,taraf
tarah,tara
taratibu,taratibu
tarawih,tarawih
tarehe,tarhe
tarfa,tarfa
target,target
targeted,ditargetkan
targeting,penargetan
targetkan,targetkan
tarian,menari
tarif,tarif
tariflab,tariflab
tarik,tarik
taro,talas
tarok,tarok
tarot,tarot
tartan,tartan
tartankooda,tartankooda.dll
taruh,taruh
tarung,tarung
tarus,tarus
tas,tas
tasikmalaya,tasikmalaya
task,tugas
tasks,tugas
tasmania,tasmania
tasnia,tasnia
taste,mencicipi
tasteless,hambar
tasya,tasya
tata,tata
tatabahasa,tatabahasa
tatanan,tatanan
tatap,tatap
tataran,tataran
tatasurya,tatasurya
tatik,tatik
tatizo,tatizo
tattalin,tatalin
tatto,tato
tattoo,tato
tatu,tato
tau,tau
taufiq,taufiq
taught,diajari
tauka,tauka
taukah,taukah
taun,taun
taunya,taunya
tautan,tautan
tautau,tautau
tauu,tauu
tavern,warung
tawa,tawa
tawang,tawang
tawaran,tawaran
tawarin,tawarin
tawarkan,menawarkan
taweza,taweza
tax,pajak
tayang,tayang
tayangan,tayangan
tayari,tayari
taylor,taylor
tazama,tazama
tb,tb
tbh,tbh
tbhi,tbhi
tbk,tbk
tbsi,tbsi
tbtb,tbtb
tcehy,ini
tcf,tcf
tchama,tchama
tcra,tcra
td,td
tdk,tidak
tdlr,tdlr
tdm,tdm
tdnya,tdnya
te,te
teach,mengajar
teaching,pengajaran
team,tim
teamnya,timnya
teams,tim
tear,merobek
teaser,pengejek
teater,teater
tebak,tebak
tebakan,tebakan
tebal,tebal
tebulik,tebulik
tebus,tebus
tebusan,tebusan
tecbro,tecbro
tech,teknologi
techbro,techbro
techbros,techbros
techincal,teknis
technewsmv,berita teknologi
technical,teknis
technicalnya,teknisnya
technique,teknik
techniques,teknik
techno,techno
technologi,teknologi
technologia,teknologi
technological,teknologi
technologies,teknologi
technology,teknologi
technolojia,teknologi
technya,teknologi
techonogy,teknologi
techtarget,target teknologi
techtwt,techtwt
techvolution,evolusi teknologi
tecno,teknologi
ted,ted
tedapat,tedapat
teen,remaja
teenager,remaja
teerasil,teerasil
tega,tega
tegak,tegak
tegalluar,tegalluar
tegar,tegar
tegas,tegas
tegaskan,tegaskan
tegasnya,tegasnya
teguh,teguh
tegur,tegur
teh,teh
tehama,tehama
tehknologi,teknologi
tehnologi,teknologi
tehnolohi,tehnolohi
tehran,teheran
tek,tek
teka,teka-teki
tekad,tekad
tekan,tekan
tekanan,tekanan
tekankan,tekankan
teken,teken
tekhnologi,teknologi
tekinolojia,tekinolojia.dll
teknik,teknik
teknikal,teknis
teknis,teknis
teknisi,teknisi
teknlogi,teknologi
tekno,tekno
teknokrat,teknokrat
teknolgi,teknologi
teknolog,teknologi
teknologi,teknologi
teknologia,teknologia
teknologiartificial,teknologibuatan
teknologicloud,teknologicloud
teknologikal,teknologikal
teknologiledgeryang,teknologiledgeryang
teknologinya,teknologinya
teknologis,teknologi
teknology,teknologi
teknoloji,teknologi
teknolojia,teknologi
teknoolajiyadda,teknoolajiyadda
teknum,teknum
teko,teko
tekologi,teknologi
tekonologi,tekonologi
tekpang,tekpang
teks,teks
tekshirib,tekshirib
teksnya,teksnya
tekstil,tekstil
tekstur,tekstur
tel,telp
teladoc,teladoc
telah,telah
telahpun,telahpun
telalu,telalu
telan,telan
telanjang,telanjang
telapakarled,telapakarled
telat,telat
telcnologi,telekomunikasi
telco,telekomunikasi
tele,tele
telefon,telepon
telefonica,telepon
telegram,telegram
telegraph,telegrap
telehealth,telehealth
telekom,telekomunikasi
telekomunikasi,telekomunikasi
telematika,telematika
telepon,telepon
teleport,berteleportasi
teleskop,teleskop
televisi,televisi
telfon,telepon
telidhu,telidhu
telinga,telinga
teliti,teliti
telkom,telkom
telkomberbasis,telkomberbasis
telkomsel,telkomsel
telkomsigma,telkomsigma
tell,memberi tahu
teller,kasir
tellers,teller
telpon,telepon
telugu,bahasa Telugu
telunjuk,telunjuk
telur,telur
telusuri,Carii
telusurin,Carilah
telyu,teyu
tema,tema
temam,temam
teman,teman
temanmu,temanmu
temannya,teman
temanya,temanya
temasuk,masuk
tematik,tematik
tembak,tembak
tembelea,tembelea
tembelek,tembelek
tembok,tembok
tembus,tembus
temen,teman
temenan,teman
temenku,temanku
temenmu,temanmu
temennya,temannya
tementemenku,tementemenku
temlen,temlen
temos,temo
temp,suhu
tempat,tempat
tempatan,tempatan
tempatku,tempatku
tempel,tempel
tempelan,tempelan
tempelannya,tempelannya
temperature,suhu
tempered,marah
templat,templat
template,templat
templates,templat
templatewise,berdasarkan templat
tempo,tempo
tempoh,tempoh
tempuh,ongkos kirim
tempur,tempur
tempurnya,tempurnya
tempurung,tempurung
temu,temu
temuan,temuan
temuannya,temuannya
temubual,temubual
temuduga,temuduga
temui,temui
temuin,temuin
temuka,temuka
temukan,temukan
ten,sepuluh
tena,tena
tenaga,tenaga
tenan,penyewa
tenang,tenang
tenarnya,tenarnya
tencent,tencent
tenemos,tenemo
tengah,tengah
tengeneza,tengeneza
tenggang,tenggang
tenggara,tenggara
tengkorak,tengkorak
tengku,tengku
tengok,tengok
tenis,tenis
tenkiu,tenkiu
tenkologi,tenkologi
tenologi,tenologi
tensei,tensei
tensor,tensor
tensorflow,aliran tensor
tent,tenda
tentag,tenda
tentang,tentang
tentara,tentara
tenteram,tenteram
tentu,tentu saja
tentukan,menemukan
tentunya,tentunya
tenung,tenung
teo,teh
teochew,teochew
teori,teori
teorinya,teorinya
teoritis,secara teoritis
tep,tep
tepakai,tepakai
tepat,tepat
tepatnya,Tepatnya
tepian,tepian
tepis,tepis
ter,ter
tera,tera
terabas,terabas
terafiliasi,terafiliasi
terajui,terajui
terakhir,terakhir
terakhirku,terakhirku
terakhirnya,terakhirnya
terampil,tajam
terancam,terancam
terancamnya,terancamnya
terandom,terandom
terang,terang
terangan,terangan
terapan,terapan
terapi,terapi
terapin,terapin
terapkan,diterapkan
terasa,terasa
terasah,terasah
terasing,terasing
terasnya,terasnya
teratas,luar biasa
teratasi,teratasi
teratasnya,teratasnya
teratur,teratur
terawal,terawal
terawan,terawan
terbagi,Dijelaskan
terbahagi,terbahagi
terbaharu,terbaharu
terbaik,terbaik
terbaikku,terbaikku
terbakar,terbakar
terbang,terbang
terbangun,terbangun
terbantahkan,terbantukan
terbantu,terbantu
terbanyak,terbanyak
terbaru,terbaru
terbarukan,terbarukan
terbarunya,terbarunya
terbatas,terbatas
terbatasnya,terbatasnya
terbayangkan,membayangkan
terbebas,terbebas
terbelah,terbelah
terbendung,terbendung
terbengkalai,terbengkalai
terbentang,terbentang
terbentuk,terbentuk
terbentuknya,terbentuknya
terbesar,terbesar
terbesarnya,terbesarnya
terbiasa,terbiasa
terbilang,agaknya
terbit,terbit
terbitkan,terbitkan
terblokir,terblokir
terbodoh,terbodoh
terbongkar,terbongkar
terbuka,terbuka
terbukti,terbukti
terbunuh,ditimbulkan
terburu,terburu-buru
terburuk,terburuk
terbuti,terbuti
tercanggih,tercanggih
tercapai,tercapai
tercatat,dicatat
tercengang,tercengang
tercepat,tercepat
tercicir,tercicir
tercinta,tercinta
tercipta,tercipta
terciptanya,terciptanya
terdaftar,terdaftar
terdahulu,terdahulu
terdakwa,penipu
terdampak,terdampak
terdapat,terdapat
terdekat,terdekat
terdengar,terdengar
terdepan,terdepan
terdesak,terdesak
terdesentralisasi,terdesentralisasi
terdetect,terdeteksi
terdetek,terdetek
terdeteksi,terdeteksi
terdigitalisasi,terdigitalisasi
terdiri,terdiri
terdisrupsi,terdisrupsi
terdistribusi,terdistribusi
terdokumntasi,terdokumntasi
terduga,tak terduga
tere,tere
tereak,tereak
terealisasi,terealisasi
terealisasikan,terealisasikan
teredifinisi,teredifinisi
teredukasi,teredukasi
terendah,terendah
terengganu,terengganu
terfikir,terfikir
terfokus,terfokus
tergamaknya,tergamaknya
tergambar,tergambar
tergambarkan,tergambarkan
terganggu,terganggu
terganti,terganti
tergantikan,tergantikan
tergantung,tergantung
tergedik,tergedik
tergerak,tergerak
tergerus,tergerus
tergesa,tergesa-gesa
tergeser,tergeser
tergila,tergila
tergilas,tergilas
tergiur,tergiur
tergocek,tergocek
tergoda,pengambilan
tergusur,tergusur
terhad,terhad
terhada,terhada
terhadap,terhadap
terhambat,hambatan
terhangat,terhangat
terharu,terharu
terhasil,terhasil
terhentikan,dihentikan
terheran,terheran
terhindar,terhindar
terhindarkan,tak terelakkan
terhitung,terhitung
terhormat,terhormat
terhubung,terhubung
teri,teri
teriak,terik
teriakan,teriakan
terima,terima
terimakasih,Terima kasih
terimalah,terimalah
terimikicih,termikicih
terimplikasi,terimplikasi
terindikasi,terindikasi
teringat,teringat
terinspirasi,terinspirasi
terintegrasi,terintegrasi
terisolir,terisolir
teritorial,teritorial
teriyum,terium
terjadi,terjadi
terjadinya,terjadinya
terjajah,terjajah
terjal,terjal
terjalin,terjadi
terjamah,terjamah
terjangkau,terjangkau
terjd,terjd
terjebak,terjebak
terjemahan,terjemahan
terjemahannya,terjemahannya
terjemahin,terjemahin
terjerat,terjerat
terjumpa,terjumpa
terjun,terjun
terkadang,kadang-kadang
terkagum,terkagum
terkait,terkait
terkalahkan,terbalik
terkalibrasi,terkalibrasi
terkandung,terkandung
terkaya,terkaya
terkebelakang,terkebelakang
terkecil,terkecil
terkecoh,terkecoh
terkecuali,khususnya
terkejut,terkejut
terkekek,terkekek
terkeluar,terkeluar
terkemuka,terkemuka
terkena,terkena
terkenal,terkenal
terkendala,terkendala
terkendali,terkendali
terkeren,terkeren
terkesan,terkesan
terkini,terkini
terkocak,terkocak
terkonek,terkonek
terkoneksi,terkoneksi
terkontaminasi,terkontaminasi
terkontrol,terkendali
terkuat,terkuat
terkunci,terkunci
terkurang,terkurang
terkurasi,terkurasi
terkutuk,terkutuk
terlalu,juga
terlambat,terlambat
terlampau,terlampau
terlanjur,terlanjur
terlatih,maju
terlayani,terlayani
terlebih,terlebih lagi
terlecaya,terlecaya
terlena,terlena
terlengkap,terlengkap
terlepas,terlepas
terletak,terletak
terlewat,terlewatkan
terlewati,terlewati
terlewatkan,terlewatkan
terlibat,terlibat
terlihat,terlihat
terlindas,terlinda
terlintas,sebelumnya
terlunjuk,terlunjuk
term,ketentuan
terma,terma
termahal,termahal
termaju,termaju
termakan,termakan
termal,termal
termangu,termangu
termantap,termantap
termasuk,termasuk
termasuklah,termasuklah
terminal,terminal
terminator,terminator
terminologi,terminologi
terminology,terminologi
terms,ketentuan
termuda,termuda
termurah,termurah
ternak,ternak
ternakan,ternakan
ternama,ternama
ternate,ternate
terniad,terniad
terniat,terniat
ternilai,ternilai
ternyata,ternyata
ternyataa,ternyataa
ternyta,ternyta
terobos,terobos
terobosan,inovatif
terobosannya,terobosannya
terobsesi,pemabuk
teroka,teroka
terorganisasi,terorganisasi
teroris,teroris
terorisme,terorisme
teros,teros
terowong,terowong
terp,terp
terpadu,terpadu
terpakai,terpakai
terpaksa,terpaksa
terpaling,terpaling
terpampang,terpampang
terpanas,terpanas
terpantau,terpantau
terpapar,terpapar
terpasang,terpasang
terpedaya,terpedaya
terpengaruh,mempengaruhi
terpenjara,terpenjara
terpenting,terpenting
terpenuhi,terpenuhi
terperangkap,terperangkap
terpercaya,terpercaya
terpetakan,terpetakan
terpikir,terpikir
terpikirkan,terpikirkan
terpilih,terpilih
terpisah,secara terpisah
terpisahkan,terpisahkan
terpopuler,terpopuler
terprogram,terprogram
terprovokasi,terprovokasi
terpukau,terpukau
terpusat,menarik
terrorists,teroris
tersaingi,tersaingi
tersaji,tersaji
tersangka,tersangka
tersebar,tersebar
tersebarnya,penyebarannya
tersebut,tersebut
tersedia,tersedia
terselesaikan,terselesaikan
tersembunyi,tersembunyi
tersendiri,tersendiri
tersentuh,menarik
tersentuhnya,menariknya
tersenyum,tersenyum
terserah,terserah
terserahlah,terserahlah
terserlah,terserlah
tersesat,tersesat
tersimpan,tersimpan
tersinggung,tepatnya
tersingkirkan,tersingkirkan
tersirat,tersirat
tersisa,tersisa
tersisih,tersisih
terstruktur,terstruktur
tersulut,tersulit
tersurat,tersurat
tertanam,tertanam
tertanan,tertanan
tertanggal,tertanggal
tertanya,tertanya
tertarik,tertarik
tertawa,tertawa
tertekan,ditekankan
tertentu,tertentu
tertera,tertera
tertib,teratur
tertimbun,tertimbun
tertindas,tertinda
tertinggal,tertinggal
tertinggi,tertinggi
tertingginya,tertingginya
tertipu,tertipu
tertiris,tertiris
tertuduh,tertuduh
tertukar,tertukar
tertulis,tertulis
tertulisnya,tertulisnya
tertumpu,tertumpu
tertumpuk,tertumpuk
tertutup,tertutup
teruja,teruja
teruji,teruji
teruk,teruk
terukur,diukur
terulang,terulang
terungkap,terungkap
teruntuk,teruntuk
terupdate,terupdate
terurai,terurai
terus,terus
terusan,terusan
teruslah,teruslah
terutama,khususnya
terutamanya,terutamanya
terverifikasi,terverifikasi
terwujud,terwujud
tes,tes
tesis,tesis
tesla,tesla
test,tes
tester,penguji
testi,kesaksian
testimoni,kesaksian
testing,pengujian
tetangga,tetangga
tetangganya,tetangganya
tetap,tetap
tetapi,tetapi
tetapkan,tetapkan
tetaplah,tetaplah
teteh,teteh
tetek,tetek
tetep,tetep
tether,menambatkan
tetiba,tetiba
tetibe,tetibe
teu,teu
teuing,teuing
teume,teume
texnologiyasi,texnologiyasi
text,teks
texture,tekstur
tez,tez
tf,tf
tfh,tfh
tg,tg
tge,misalnya
tggl,tggl
tgh,tgh
tgk,tgk
tgl,tgl
tgn,tgn
tgs,terima kasih
th,th
tha,itu
thaakun,Thaakun
thaan,terima kasih
thailand,Thailand
thakar,Thakar
thakeh,terima kasih
thakuga,thakuga
thamani,thamani
thamrin,thamrin
than,dibandingkan
thana,daripada
thanakah,terima kasih
thaneh,daripada itu
